Tasa_Interes,Saldo_Soles,Edad,Estado_Civil,Region,CrossSelling,Ration_Ant,Fuga
4.16,1365.88,26,Div_Sol_Viu,CENTRO,1,1,0
4.16,5890.07,56,Cas_Conv,LIMA_CALLAO,1,1,0
4.88,8624.21,41,Div_Sol_Viu,LIMA_CALLAO,3,0.1,0
4.16,1992.74,32,Div_Sol_Viu,LIMA_CALLAO,3,0.92,0
4.16,3539.27,42,Div_Sol_Viu,LIMA_CALLAO,3,1,0
4.16,1252.91,34,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,3423.09,54,Div_Sol_Viu,LIMA_CALLAO,2,0.6,0
4.16,993.32,44,Div_Sol_Viu,NORTE_SUR,1,0.99,0
4.16,2063.69,37,Cas_Conv,NORTE_SUR,1,0.99,0
4.16,5468.31,45,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,10200.31,57,Cas_Conv,NORTE_SUR,1,0.98,0
4.16,5766.73,37,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,4493.33,41,Div_Sol_Viu,LIMA_CALLAO,2,0.48,0
4.16,3728.27,40,Div_Sol_Viu,NORTE_SUR,2,0.9,0
4.88,888.22,27,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,7538.35,46,Cas_Conv,LIMA_CALLAO,2,1,0
4.16,43244.42,50,Cas_Conv,LIMA_CALLAO,1,0.99,0
4.16,2818.1,62,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,13576.5,44,Div_Sol_Viu,LIMA_CALLAO,2,0.31,0
4.16,929.13,55,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,21116.96,58,Div_Sol_Viu,CENTRO,2,0.99,0
4.88,732.59,29,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,5900.39,53,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,7514.77,50,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,1266.04,27,Div_Sol_Viu,LIMA_CALLAO,1,0.84,0
4.16,5831.74,45,Div_Sol_Viu,NORTE_SUR,2,1,0
4.16,3349.6,38,Div_Sol_Viu,NORTE_SUR,3,0.52,0
4.16,13487.43,50,Div_Sol_Viu,NORTE_SUR,1,0.73,0
4.16,12429.83,54,Div_Sol_Viu,LIMA_CALLAO,4,0.6,0
4.16,5917.28,21,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,501.51,45,Div_Sol_Viu,LIMA_CALLAO,2,0.85,0
4.88,1186.54,34,Cas_Conv,LIMA_CALLAO,2,0.77,0
4.16,14324.29,31,Div_Sol_Viu,NORTE_SUR,2,0.6,0
4.16,13917.39,36,Div_Sol_Viu,NORTE_SUR,2,1,0
4.88,1223.36,29,Div_Sol_Viu,LIMA_CALLAO,1,0.99,0
4.88,3571.43,40,Cas_Conv,LIMA_CALLAO,2,1,0
4.88,1486.56,33,Cas_Conv,LIMA_CALLAO,2,0.49,0
4.16,6762.64,36,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,797.65,48,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,6907.23,52,Cas_Conv,LIMA_CALLAO,2,0.33,0
4.16,2346.87,30,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,1562.71,32,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,46858.44,40,Div_Sol_Viu,NORTE_SUR,4,0.65,0
4.16,2238.6,55,Div_Sol_Viu,LIMA_CALLAO,2,0.55,0
4.16,42006.24,46,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,15744.93,35,Div_Sol_Viu,LIMA_CALLAO,3,0.98,0
4.88,1100.34,30,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,1658.78,42,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,5297.4,44,Cas_Conv,NORTE_SUR,1,0.97,0
4.16,37094.16,37,Cas_Conv,CENTRO,3,0.81,0
4.88,720.64,25,Div_Sol_Viu,NORTE_SUR,2,0.85,0
4.16,13815.11,55,Div_Sol_Viu,LIMA_CALLAO,1,0.7,0
4.16,6944.28,27,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,12379.19,30,Div_Sol_Viu,LIMA_CALLAO,3,0.97,0
4.88,40105.83,36,Cas_Conv,LIMA_CALLAO,2,0.17,0
4.16,11258.95,54,Cas_Conv,LIMA_CALLAO,2,0.9,0
4.16,3938.73,55,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,4130.3,34,Cas_Conv,LIMA_CALLAO,3,0.38,0
4.16,10372.1,30,Div_Sol_Viu,LIMA_CALLAO,1,0.98,0
4.16,678.79,60,Cas_Conv,NORTE_SUR,1,1,0
4.16,1523.8,25,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,1930.71,38,Div_Sol_Viu,NORTE_SUR,1,0.99,0
4.88,704.09,45,Div_Sol_Viu,LIMA_CALLAO,2,0.05,0
4.88,9172.09,42,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,5512.62,51,Cas_Conv,NORTE_SUR,1,1,0
4.16,4664.41,60,Cas_Conv,NORTE_SUR,3,0.6,0
4.16,2082.2,28,Div_Sol_Viu,CENTRO,1,1,0
4.88,692.8,20,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,1101.93,45,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,10467.66,38,Cas_Conv,LIMA_CALLAO,1,0.96,0
4.16,8093.17,33,Cas_Conv,LIMA_CALLAO,2,0.9,0
4.16,17184.31,49,Div_Sol_Viu,NORTE_SUR,1,0.41,0
4.16,19456.39,36,Div_Sol_Viu,LIMA_CALLAO,3,0.61,0
4.16,1274.24,35,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,3553.62,35,Div_Sol_Viu,NORTE_SUR,1,0.67,0
4.88,586.71,25,Div_Sol_Viu,NORTE_SUR,2,0.82,0
4.88,1047.16,53,Cas_Conv,NORTE_SUR,1,1,0
4.16,5171.36,34,Div_Sol_Viu,LIMA_CALLAO,1,0.12,0
4.16,1121.57,36,Div_Sol_Viu,CENTRO,2,0.97,0
4.88,1289.19,36,Div_Sol_Viu,LIMA_CALLAO,2,0.82,0
4.88,2509.93,26,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,14475.99,49,Cas_Conv,LIMA_CALLAO,2,0.79,0
4.16,21424.68,53,Div_Sol_Viu,LIMA_CALLAO,2,0.98,0
4.16,1035.86,42,Cas_Conv,NORTE_SUR,2,0.95,0
4.88,2787.43,31,Div_Sol_Viu,LIMA_CALLAO,2,0.82,0
4.16,1215.45,35,Cas_Conv,LIMA_CALLAO,2,0.47,0
4.16,687.88,45,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,9981.54,62,Div_Sol_Viu,LIMA_CALLAO,2,0.6,0
4.88,992.16,41,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,1042.95,31,Div_Sol_Viu,NORTE_SUR,2,0.54,0
4.16,3221.6,40,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,44766.33,51,Cas_Conv,LIMA_CALLAO,4,0.58,0
4.16,13698.12,54,Div_Sol_Viu,LIMA_CALLAO,2,0.66,0
4.16,2096.45,40,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,14919.9,33,Div_Sol_Viu,LIMA_CALLAO,2,0.61,0
4.16,6797.48,37,Div_Sol_Viu,LIMA_CALLAO,2,0.26,0
4.16,3630.45,42,Cas_Conv,NORTE_SUR,1,0.3,0
4.16,6497.34,40,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,8592.75,59,Cas_Conv,LIMA_CALLAO,2,0.93,0
4.16,5620.93,56,Div_Sol_Viu,NORTE_SUR,2,0.6,0
4.16,2659.74,37,Cas_Conv,NORTE_SUR,1,1,0
4.16,15655.78,40,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,22724.01,44,Cas_Conv,LIMA_CALLAO,3,0.64,0
4.16,837.85,33,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,13779.71,40,Cas_Conv,LIMA_CALLAO,3,0.36,0
4.88,1381.09,43,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,5297.58,43,Div_Sol_Viu,LIMA_CALLAO,1,0.73,0
4.16,1459.02,26,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,7296.62,28,Div_Sol_Viu,LIMA_CALLAO,3,0.6,0
4.16,2754.33,27,Div_Sol_Viu,LIMA_CALLAO,3,0.98,0
4.88,6856.91,54,Div_Sol_Viu,LIMA_CALLAO,3,0.19,0
4.16,11053.77,28,Div_Sol_Viu,NORTE_SUR,3,0.95,0
4.16,89649.2,56,Div_Sol_Viu,LIMA_CALLAO,4,0.26,0
4.16,3319.94,60,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,65460.06,43,Div_Sol_Viu,LIMA_CALLAO,3,1,0
4.88,1135.31,58,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,19715.36,49,Cas_Conv,LIMA_CALLAO,2,0.51,0
4.88,3960.09,38,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,3755.61,36,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,5569.36,29,Div_Sol_Viu,LIMA_CALLAO,3,1,0
4.16,1257.98,27,Div_Sol_Viu,LIMA_CALLAO,1,0.3,0
4.88,3824.23,48,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,4676.06,47,Div_Sol_Viu,NORTE_SUR,2,0.43,0
4.16,16140.09,55,Cas_Conv,LIMA_CALLAO,4,0.78,0
4.16,6809.01,61,Cas_Conv,NORTE_SUR,1,1,0
4.16,38266.93,33,Div_Sol_Viu,NORTE_SUR,2,1,0
4.16,1936.2,51,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,75913.82,65,Cas_Conv,LIMA_CALLAO,2,0.61,0
4.88,2405.06,25,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,2804.68,29,Div_Sol_Viu,LIMA_CALLAO,2,0.92,0
4.16,740.83,26,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,8058.78,37,Cas_Conv,LIMA_CALLAO,2,0.38,0
4.88,649.2,39,Div_Sol_Viu,LIMA_CALLAO,1,0.15,0
4.16,4349.03,48,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,18025.48,64,Cas_Conv,LIMA_CALLAO,1,0.63,0
4.16,930.53,39,Div_Sol_Viu,LIMA_CALLAO,2,0.88,0
4.16,1017.87,30,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,1802.3,44,Cas_Conv,LIMA_CALLAO,3,1,0
4.88,2849.34,37,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,11955.54,48,Cas_Conv,LIMA_CALLAO,2,0.9,0
4.16,4272.14,45,Div_Sol_Viu,NORTE_SUR,1,0.38,0
4.16,3808.15,26,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,2351.97,28,Div_Sol_Viu,LIMA_CALLAO,1,0.7,0
4.16,1081.76,28,Div_Sol_Viu,LIMA_CALLAO,1,0.68,0
4.16,28743.14,51,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,43743.92,65,Cas_Conv,LIMA_CALLAO,3,0.5,0
4.88,5406.23,37,Cas_Conv,LIMA_CALLAO,2,1,0
4.16,4963.96,51,Cas_Conv,NORTE_SUR,1,0.8,0
4.16,26456.26,41,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,5585.14,48,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,1684.63,54,Div_Sol_Viu,NORTE_SUR,1,0.95,0
4.16,1219.5,50,Div_Sol_Viu,NORTE_SUR,2,1,0
4.88,673.76,35,Div_Sol_Viu,LIMA_CALLAO,2,0.85,0
4.16,1560.1,52,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,12059.91,58,Div_Sol_Viu,CENTRO,1,0.08,0
4.16,6276.08,40,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,5582.78,22,Div_Sol_Viu,LIMA_CALLAO,1,0.87,0
4.16,5923.62,51,Div_Sol_Viu,LIMA_CALLAO,1,0.92,0
4.88,3768.82,36,Div_Sol_Viu,LIMA_CALLAO,4,0.25,0
4.16,12939.23,50,Div_Sol_Viu,LIMA_CALLAO,2,0.34,0
4.16,57990.52,33,Div_Sol_Viu,LIMA_CALLAO,2,0.97,0
4.16,15072.39,35,Div_Sol_Viu,LIMA_CALLAO,2,0.6,0
4.16,11703.69,37,Div_Sol_Viu,LIMA_CALLAO,1,0.96,0
4.88,1448.58,33,Div_Sol_Viu,NORTE_SUR,2,0.08,0
4.16,3685.02,34,Cas_Conv,NORTE_SUR,1,1,0
4.16,10569.14,42,Div_Sol_Viu,NORTE_SUR,4,0.31,0
4.16,14642.05,48,Cas_Conv,NORTE_SUR,1,1,0
4.16,6571.89,39,Div_Sol_Viu,NORTE_SUR,1,0.99,0
4.16,7794.1,54,Div_Sol_Viu,NORTE_SUR,1,0.9,0
4.16,7023.55,42,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,18203.04,44,Div_Sol_Viu,NORTE_SUR,2,0.09,0
4.88,1526.06,22,Div_Sol_Viu,LIMA_CALLAO,2,0.58,0
4.16,3279.4,31,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,4413.27,50,Div_Sol_Viu,LIMA_CALLAO,3,0.71,0
4.88,1261.06,22,Div_Sol_Viu,LIMA_CALLAO,2,0.92,0
4.16,1628.64,62,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,627.25,57,Div_Sol_Viu,LIMA_CALLAO,1,0.98,0
4.88,742.99,23,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,4506.82,38,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,3218.37,40,Div_Sol_Viu,LIMA_CALLAO,4,1,0
4.16,1331.67,42,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,12517.07,38,Div_Sol_Viu,LIMA_CALLAO,1,0.71,0
4.88,1952.54,42,Cas_Conv,LIMA_CALLAO,2,0.06,0
4.16,5636.94,53,Div_Sol_Viu,NORTE_SUR,1,0.99,0
4.16,10918.73,48,Div_Sol_Viu,LIMA_CALLAO,2,0.83,0
4.16,3487.44,56,Div_Sol_Viu,LIMA_CALLAO,1,0.24,0
4.16,3318.49,43,Cas_Conv,LIMA_CALLAO,1,1,0
4.88,2001.68,42,Cas_Conv,LIMA_CALLAO,2,0.28,0
4.16,1522.84,45,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,74193,55,Cas_Conv,LIMA_CALLAO,2,0.37,0
4.16,19665.13,52,Cas_Conv,LIMA_CALLAO,3,0.15,0
4.88,832.39,57,Div_Sol_Viu,LIMA_CALLAO,2,0.32,0
4.16,524.71,31,Div_Sol_Viu,CENTRO,1,1,0
4.16,10627.48,55,Cas_Conv,LIMA_CALLAO,1,0.61,0
4.88,1163.95,43,Cas_Conv,NORTE_SUR,2,0.96,0
4.16,1935.63,37,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,9193.85,53,Cas_Conv,LIMA_CALLAO,1,0.99,0
4.16,3731.86,21,Div_Sol_Viu,LIMA_CALLAO,2,0.88,0
4.16,8131.37,45,Div_Sol_Viu,LIMA_CALLAO,3,0.21,0
4.88,1306.2,41,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,31638.51,41,Div_Sol_Viu,LIMA_CALLAO,2,0.48,0
4.16,4403.05,50,Cas_Conv,LIMA_CALLAO,2,1,0
4.16,3151.48,35,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,9028.69,37,Div_Sol_Viu,LIMA_CALLAO,2,0.46,0
4.16,30673.91,60,Div_Sol_Viu,LIMA_CALLAO,1,0.15,0
4.88,36855.83,35,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,5317.6,38,Div_Sol_Viu,LIMA_CALLAO,2,0.13,0
4.16,2067.24,42,Div_Sol_Viu,NORTE_SUR,1,0.95,0
4.88,1033.17,26,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,1390.8,29,Div_Sol_Viu,LIMA_CALLAO,3,0.85,0
4.88,595.57,46,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,7082.69,49,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,3334.7,41,Div_Sol_Viu,LIMA_CALLAO,1,0.27,0
4.16,6962.01,40,Div_Sol_Viu,LIMA_CALLAO,3,0.45,0
4.88,742.42,24,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,4573.38,64,Cas_Conv,LIMA_CALLAO,1,1,0
4.88,785.87,29,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.88,9901.96,42,Cas_Conv,NORTE_SUR,1,0.17,0
4.16,12275.85,44,Div_Sol_Viu,LIMA_CALLAO,2,0.97,0
4.16,3320.92,41,Div_Sol_Viu,LIMA_CALLAO,1,0.99,0
4.16,5471.03,48,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,6514.81,48,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,16424.09,48,Cas_Conv,LIMA_CALLAO,2,0.91,0
4.16,2042.16,44,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,699.41,38,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,5241.4,30,Div_Sol_Viu,LIMA_CALLAO,3,1,0
4.16,4470.31,32,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,18232.81,42,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,3888.9,56,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,41943.61,55,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,2783.92,25,Div_Sol_Viu,LIMA_CALLAO,2,0.86,0
4.16,2754.43,43,Div_Sol_Viu,LIMA_CALLAO,2,0.38,0
4.16,4580.88,38,Div_Sol_Viu,NORTE_SUR,1,0.99,0
4.88,1321.83,24,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,3920.71,56,Cas_Conv,LIMA_CALLAO,2,0.45,0
4.16,2864.71,50,Cas_Conv,NORTE_SUR,1,0.76,0
4.16,4466.92,24,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,8657.73,64,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,2735.31,43,Cas_Conv,NORTE_SUR,2,0.87,0
4.16,3092.05,30,Div_Sol_Viu,NORTE_SUR,2,0.93,0
4.16,1673.33,52,Div_Sol_Viu,NORTE_SUR,1,0.25,0
4.16,9726.86,34,Div_Sol_Viu,LIMA_CALLAO,1,0.41,0
4.16,6436.02,44,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,13703.41,32,Div_Sol_Viu,LIMA_CALLAO,2,0.13,0
4.88,2585.49,36,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,4426.63,25,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,7905.94,43,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,4220.04,40,Cas_Conv,LIMA_CALLAO,3,1,0
4.16,4423.27,46,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,2822.97,45,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,49303.5,36,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,1284.84,37,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,38752.81,37,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,4186.4,26,Div_Sol_Viu,CENTRO,2,0.62,0
4.16,2781.2,35,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,2726.02,40,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,8197.16,34,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,19811.12,52,Div_Sol_Viu,LIMA_CALLAO,2,0.6,0
4.16,2101.79,35,Cas_Conv,LIMA_CALLAO,2,1,0
4.88,3624.77,36,Div_Sol_Viu,LIMA_CALLAO,2,0.97,0
4.16,3417.74,24,Cas_Conv,NORTE_SUR,3,1,0
4.16,30757.88,43,Div_Sol_Viu,LIMA_CALLAO,2,0.51,0
4.16,1932.99,25,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.88,2629.08,54,Cas_Conv,NORTE_SUR,1,1,0
4.16,3302.26,24,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,8028.98,30,Cas_Conv,LIMA_CALLAO,3,0.96,0
4.16,6962.01,40,Div_Sol_Viu,LIMA_CALLAO,3,0.91,0
4.88,33753.78,34,Cas_Conv,LIMA_CALLAO,1,0.84,0
4.16,2160.86,50,Cas_Conv,LIMA_CALLAO,2,0.97,0
4.16,2117.67,31,Cas_Conv,LIMA_CALLAO,1,1,0
4.88,6865.09,56,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,39126.88,31,Cas_Conv,LIMA_CALLAO,3,0.54,0
4.88,1210.54,35,Div_Sol_Viu,LIMA_CALLAO,1,0.18,0
4.16,43402.84,38,Div_Sol_Viu,LIMA_CALLAO,3,0.66,0
4.16,8113.59,40,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,2430.87,33,Cas_Conv,LIMA_CALLAO,3,1,0
4.88,894.21,29,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.88,4395.43,27,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,701.46,21,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,607.84,36,Div_Sol_Viu,NORTE_SUR,1,0.98,0
4.16,4182.4,49,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,26286.32,55,Cas_Conv,LIMA_CALLAO,2,0.66,0
4.16,2528.89,27,Div_Sol_Viu,LIMA_CALLAO,2,0.88,0
4.16,5169.15,27,Cas_Conv,LIMA_CALLAO,3,0.47,0
4.16,6036.79,27,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,1952.18,49,Div_Sol_Viu,LIMA_CALLAO,1,0.04,0
4.16,947.63,32,Div_Sol_Viu,NORTE_SUR,1,0.96,0
4.16,47026.1,53,Div_Sol_Viu,LIMA_CALLAO,1,0.44,0
4.88,2199.33,37,Div_Sol_Viu,LIMA_CALLAO,2,0.82,0
4.16,3944.31,37,Cas_Conv,LIMA_CALLAO,3,0.26,0
4.16,835.86,39,Div_Sol_Viu,CENTRO,1,1,0
4.16,860.06,51,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,881.22,38,Div_Sol_Viu,LIMA_CALLAO,2,0.79,0
4.16,6156.19,40,Cas_Conv,LIMA_CALLAO,2,0.34,0
4.88,513.36,48,Div_Sol_Viu,LIMA_CALLAO,3,0.85,0
4.88,1838.03,31,Div_Sol_Viu,NORTE_SUR,3,0.85,0
4.16,4724.82,35,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,543.94,34,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,5038.7,40,Cas_Conv,LIMA_CALLAO,1,0.98,0
4.88,1618.83,25,Div_Sol_Viu,LIMA_CALLAO,3,0.94,0
4.16,2130.83,51,Cas_Conv,NORTE_SUR,1,0.35,0
4.16,2286.71,31,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,4602.69,35,Div_Sol_Viu,LIMA_CALLAO,2,0.69,0
4.16,2463.64,35,Cas_Conv,LIMA_CALLAO,3,0.92,0
4.16,4694.83,49,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,2532.92,30,Cas_Conv,LIMA_CALLAO,2,1,0
4.16,5032.45,30,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,515.16,25,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,2720.18,32,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,19841.52,31,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,5369.27,48,Div_Sol_Viu,NORTE_SUR,1,0.95,0
4.16,10501.54,44,Div_Sol_Viu,LIMA_CALLAO,4,0.96,0
4.88,678.57,23,Div_Sol_Viu,NORTE_SUR,2,1,0
4.16,2219.9,33,Cas_Conv,NORTE_SUR,1,1,0
4.16,5169.03,53,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,4338.21,36,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,16660.9,43,Div_Sol_Viu,LIMA_CALLAO,2,0.46,0
4.16,4785.28,46,Cas_Conv,LIMA_CALLAO,1,1,0
4.88,1604.23,28,Div_Sol_Viu,LIMA_CALLAO,2,0.93,0
4.16,517.88,45,Cas_Conv,CENTRO,3,0.53,0
4.88,905.51,30,Div_Sol_Viu,LIMA_CALLAO,2,0.91,0
4.88,4769.27,33,Div_Sol_Viu,LIMA_CALLAO,3,0.1,0
4.16,3879.45,53,Div_Sol_Viu,NORTE_SUR,2,0.92,0
4.16,3679.37,41,Cas_Conv,NORTE_SUR,1,1,0
4.88,3054.59,45,Cas_Conv,LIMA_CALLAO,2,0.58,0
4.16,3515.18,37,Div_Sol_Viu,LIMA_CALLAO,1,0.29,0
4.16,4010.8,27,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,1107.41,32,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,577.34,23,Div_Sol_Viu,LIMA_CALLAO,1,0.27,0
4.88,1785.79,28,Div_Sol_Viu,LIMA_CALLAO,2,0.56,0
4.16,3914.2,35,Div_Sol_Viu,NORTE_SUR,2,0.55,0
4.88,833.01,46,Div_Sol_Viu,LIMA_CALLAO,1,0.99,0
4.16,3978.71,54,Cas_Conv,NORTE_SUR,1,1,0
4.16,87419.78,46,Cas_Conv,LIMA_CALLAO,4,0.9,0
4.88,715.47,22,Div_Sol_Viu,NORTE_SUR,3,0.2,0
4.16,1842.91,35,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,6797.61,27,Div_Sol_Viu,NORTE_SUR,3,0.51,0
4.16,1871.29,47,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,15853.65,31,Div_Sol_Viu,NORTE_SUR,2,0.31,0
4.16,22724.01,44,Cas_Conv,LIMA_CALLAO,3,0.64,0
4.16,5845.14,43,Div_Sol_Viu,NORTE_SUR,2,0.19,0
4.16,6346.46,33,Div_Sol_Viu,NORTE_SUR,2,0.34,0
4.16,2141.73,40,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,7531.87,40,Div_Sol_Viu,LIMA_CALLAO,1,0.43,0
4.16,4917.81,48,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,966.57,35,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,10869.9,24,Div_Sol_Viu,NORTE_SUR,2,0.76,0
4.16,3716.67,31,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,11547.76,32,Div_Sol_Viu,LIMA_CALLAO,2,0.56,0
4.16,3108.19,32,Div_Sol_Viu,NORTE_SUR,2,1,0
4.16,32167.93,39,Div_Sol_Viu,LIMA_CALLAO,3,0.25,0
4.16,720,40,Div_Sol_Viu,LIMA_CALLAO,1,0.99,0
4.16,7945.24,54,Cas_Conv,LIMA_CALLAO,2,1,0
4.16,1550.87,25,Div_Sol_Viu,LIMA_CALLAO,2,0.51,0
4.88,1497.94,29,Div_Sol_Viu,NORTE_SUR,1,0.14,0
4.88,3002.76,64,Cas_Conv,NORTE_SUR,2,0.07,0
4.16,40636.17,55,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,6392.07,30,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,5128.55,33,Div_Sol_Viu,LIMA_CALLAO,1,0.31,0
4.88,1258.87,20,Div_Sol_Viu,LIMA_CALLAO,3,1,0
4.88,791.03,26,Div_Sol_Viu,NORTE_SUR,2,1,0
4.88,1145.27,35,Div_Sol_Viu,LIMA_CALLAO,2,1,0
