Tasa_Interes,Saldo_Soles,Edad,Estado_Civil,Region,CrossSelling,Ration_Ant,Fuga
4.88,672.44,22,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,779.81,52,Cas_Conv,NORTE_SUR,2,0.39,0
4.88,3890.82,35,Div_Sol_Viu,LIMA_CALLAO,3,0.28,0
4.16,4007.87,33,Div_Sol_Viu,NORTE_SUR,1,0.85,0
4.16,1914.71,45,Cas_Conv,LIMA_CALLAO,2,1,0
4.16,3722.61,30,Div_Sol_Viu,LIMA_CALLAO,1,0.83,0
4.16,5144.45,44,Div_Sol_Viu,NORTE_SUR,2,0.47,0
4.16,3987.49,53,Cas_Conv,NORTE_SUR,3,1,0
4.16,1247.73,47,Div_Sol_Viu,NORTE_SUR,2,0.26,0
4.16,568.52,48,Cas_Conv,NORTE_SUR,1,1,0
4.88,967.46,39,Div_Sol_Viu,NORTE_SUR,2,0.13,0
4.16,7697.33,22,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,7146.14,48,Div_Sol_Viu,NORTE_SUR,1,0.68,0
4.16,4123.55,28,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,5641.75,45,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,9449.72,37,Div_Sol_Viu,LIMA_CALLAO,1,0.9,0
4.16,1562.71,37,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,1011.92,50,Cas_Conv,LIMA_CALLAO,4,0.85,0
4.16,25869.4,38,Cas_Conv,NORTE_SUR,2,1,0
4.16,5885.25,45,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,1509.92,42,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,2042.1,29,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,18876.38,64,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,1074.74,44,Div_Sol_Viu,NORTE_SUR,1,0.98,0
4.16,11837.33,28,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,6309.54,30,Div_Sol_Viu,NORTE_SUR,2,1,0
4.88,1132.9,31,Div_Sol_Viu,LIMA_CALLAO,1,0.93,0
4.16,607.32,40,Div_Sol_Viu,LIMA_CALLAO,2,0.93,0
4.16,10751.1,28,Div_Sol_Viu,LIMA_CALLAO,2,0.96,0
4.16,4622.18,35,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,9408.65,31,Div_Sol_Viu,LIMA_CALLAO,3,0.22,0
4.16,34911.53,42,Cas_Conv,LIMA_CALLAO,3,0.79,0
4.16,1185.53,44,Cas_Conv,NORTE_SUR,1,0.97,0
4.16,3737.66,46,Div_Sol_Viu,LIMA_CALLAO,2,0.38,0
4.16,4494.17,36,Cas_Conv,LIMA_CALLAO,2,0.62,0
4.16,19087.46,60,Cas_Conv,CENTRO,2,1,0
4.88,18374.4,34,Div_Sol_Viu,LIMA_CALLAO,3,0.43,0
4.16,6974.9,24,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,891.45,60,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,33203.78,37,Div_Sol_Viu,LIMA_CALLAO,3,0.6,0
4.16,6659.85,61,Div_Sol_Viu,NORTE_SUR,3,0.7,0
4.16,7055.74,45,Div_Sol_Viu,NORTE_SUR,1,0.97,0
4.16,39672.67,24,Div_Sol_Viu,LIMA_CALLAO,2,0.15,0
4.16,9887.79,31,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,15755.51,51,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,1028.09,42,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,12328.65,58,Div_Sol_Viu,LIMA_CALLAO,3,0.22,0
4.16,22834.72,59,Cas_Conv,LIMA_CALLAO,2,0.99,0
4.16,1322.06,27,Div_Sol_Viu,LIMA_CALLAO,1,0.91,0
4.16,2286.99,29,Div_Sol_Viu,LIMA_CALLAO,2,0.34,0
4.16,8184.03,34,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,17894.71,47,Div_Sol_Viu,LIMA_CALLAO,2,0.96,0
4.16,6192.81,50,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,25007.84,62,Div_Sol_Viu,NORTE_SUR,2,1,0
4.16,4716.04,27,Div_Sol_Viu,LIMA_CALLAO,1,0.98,0
4.88,960.54,34,Div_Sol_Viu,NORTE_SUR,2,1,0
4.16,5763.26,35,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,532.47,21,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,848.36,44,Div_Sol_Viu,NORTE_SUR,2,0.46,0
4.16,672.77,34,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,10933.71,37,Div_Sol_Viu,LIMA_CALLAO,1,0.4,0
4.88,3388.81,42,Cas_Conv,NORTE_SUR,1,1,0
4.16,1892.93,43,Div_Sol_Viu,LIMA_CALLAO,2,0.87,0
4.16,2822.97,46,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,2028.18,41,Div_Sol_Viu,LIMA_CALLAO,3,0.97,0
4.16,16163.75,40,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,3759.49,46,Div_Sol_Viu,NORTE_SUR,3,1,0
4.16,4340.54,46,Div_Sol_Viu,LIMA_CALLAO,1,0.99,0
4.16,11557.35,25,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,3255.33,49,Cas_Conv,NORTE_SUR,1,0.93,0
4.16,23176.33,49,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,10842.15,28,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,4792.32,37,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,1818.81,23,Div_Sol_Viu,LIMA_CALLAO,3,0.84,0
4.16,4544.85,28,Div_Sol_Viu,LIMA_CALLAO,2,0.96,0
4.88,23977.68,32,Cas_Conv,LIMA_CALLAO,2,0.3,0
4.16,17831.79,51,Cas_Conv,LIMA_CALLAO,4,0.42,0
4.88,1055.77,25,Div_Sol_Viu,NORTE_SUR,3,0.89,0
4.16,3275.83,27,Div_Sol_Viu,LIMA_CALLAO,2,0.98,0
4.88,542.64,34,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,6273.05,43,Div_Sol_Viu,LIMA_CALLAO,3,1,0
4.16,1993.48,33,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,3844.21,39,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,57661.68,42,Div_Sol_Viu,LIMA_CALLAO,3,0.38,0
4.16,3348.84,34,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.88,13926.21,52,Div_Sol_Viu,NORTE_SUR,2,0.09,0
4.88,569.04,23,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,3258.42,35,Div_Sol_Viu,NORTE_SUR,1,0.16,0
4.16,4138.05,45,Cas_Conv,NORTE_SUR,1,0.25,0
4.16,17182.04,57,Div_Sol_Viu,LIMA_CALLAO,1,0.99,0
4.16,562.75,56,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,698.77,59,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,13568.61,39,Div_Sol_Viu,LIMA_CALLAO,3,0.12,0
4.16,7072.84,34,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,8576.91,41,Div_Sol_Viu,LIMA_CALLAO,1,0.98,0
4.16,11786.2,56,Div_Sol_Viu,LIMA_CALLAO,3,0.31,0
4.16,77932.2,39,Div_Sol_Viu,LIMA_CALLAO,3,0.93,0
4.16,518.65,40,Cas_Conv,NORTE_SUR,2,1,0
4.16,23092.87,59,Cas_Conv,NORTE_SUR,3,0.98,0
4.88,901.13,23,Div_Sol_Viu,LIMA_CALLAO,2,0.85,0
4.88,1195.54,34,Cas_Conv,LIMA_CALLAO,2,0.85,0
4.16,2649.97,44,Div_Sol_Viu,NORTE_SUR,2,0.26,0
4.16,30302.15,64,Cas_Conv,LIMA_CALLAO,3,0.2,0
4.16,3178.23,33,Cas_Conv,LIMA_CALLAO,2,1,0
4.16,1645.27,56,Div_Sol_Viu,CENTRO,2,1,0
4.88,2092.9,26,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,1023.82,43,Div_Sol_Viu,NORTE_SUR,2,1,0
4.88,1531.34,40,Cas_Conv,LIMA_CALLAO,2,1,0
4.16,5019.87,31,Div_Sol_Viu,LIMA_CALLAO,1,0.93,0
4.16,3360.04,38,Div_Sol_Viu,LIMA_CALLAO,1,0.88,0
4.88,10329.75,47,Div_Sol_Viu,NORTE_SUR,3,1,0
4.16,2407.63,23,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,8101.04,37,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,2576.39,36,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,6551.75,41,Cas_Conv,LIMA_CALLAO,2,1,0
4.16,8853.9,42,Div_Sol_Viu,NORTE_SUR,3,0.6,0
4.16,4258.7,42,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,2252.68,33,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,3384.94,34,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,3280.3,38,Cas_Conv,LIMA_CALLAO,1,1,0
4.88,2114.28,46,Cas_Conv,NORTE_SUR,2,0.53,0
4.16,21012.6,30,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,1869.26,60,Cas_Conv,LIMA_CALLAO,1,0.77,0
4.16,1887.34,32,Div_Sol_Viu,LIMA_CALLAO,3,0.59,0
4.16,3509.09,42,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,5047.25,59,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,2829.99,33,Div_Sol_Viu,LIMA_CALLAO,1,0.6,0
4.88,809.21,48,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,4160.3,58,Div_Sol_Viu,NORTE_SUR,1,0.64,0
4.88,1753.31,61,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,1968.05,59,Cas_Conv,LIMA_CALLAO,1,0.95,0
4.16,30421.96,32,Div_Sol_Viu,LIMA_CALLAO,2,0.91,0
4.16,5606.25,56,Cas_Conv,NORTE_SUR,1,0.43,0
4.88,3190.64,30,Div_Sol_Viu,LIMA_CALLAO,4,0.41,0
4.16,29910.82,57,Div_Sol_Viu,LIMA_CALLAO,4,0.29,0
4.16,6547.67,46,Div_Sol_Viu,LIMA_CALLAO,3,1,0
4.16,6488.28,54,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,34152.31,57,Cas_Conv,LIMA_CALLAO,1,0.19,0
4.16,2863.59,34,Cas_Conv,LIMA_CALLAO,2,1,0
4.88,620.71,35,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,7483.42,44,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,8252.08,50,Div_Sol_Viu,NORTE_SUR,2,0.61,0
4.16,4817.25,61,Cas_Conv,LIMA_CALLAO,2,0.38,0
4.16,6990.09,48,Cas_Conv,NORTE_SUR,1,1,0
4.88,5951.51,63,Div_Sol_Viu,NORTE_SUR,1,0.13,0
4.16,9043.73,46,Cas_Conv,NORTE_SUR,2,0.29,0
4.88,1994.19,39,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,7728.78,32,Div_Sol_Viu,LIMA_CALLAO,1,0.35,0
4.16,1771,53,Div_Sol_Viu,NORTE_SUR,1,0.99,0
4.16,2212.57,24,Div_Sol_Viu,NORTE_SUR,2,0.79,0
4.88,1709.16,30,Div_Sol_Viu,LIMA_CALLAO,1,0.15,0
4.16,2323.08,44,Div_Sol_Viu,LIMA_CALLAO,1,0.39,0
4.88,7728.14,46,Div_Sol_Viu,LIMA_CALLAO,1,0.21,0
4.16,4305.72,28,Div_Sol_Viu,LIMA_CALLAO,1,0.99,0
4.88,1007.66,19,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,3961.1,28,Div_Sol_Viu,LIMA_CALLAO,2,0.99,0
4.16,9599.67,46,Cas_Conv,LIMA_CALLAO,1,0.58,0
4.16,8239.57,41,Cas_Conv,LIMA_CALLAO,1,0.19,0
4.16,1137.9,52,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,11113.82,29,Div_Sol_Viu,NORTE_SUR,1,0.99,0
4.88,550.23,42,Div_Sol_Viu,LIMA_CALLAO,1,0.2,0
4.88,797.28,31,Cas_Conv,NORTE_SUR,2,0.92,0
4.88,1509.92,33,Div_Sol_Viu,LIMA_CALLAO,3,0.39,0
4.16,19830.61,45,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,18080.31,54,Div_Sol_Viu,LIMA_CALLAO,1,0.24,0
4.16,2832.61,27,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,16989.72,38,Cas_Conv,LIMA_CALLAO,2,0.6,0
4.88,2252.42,32,Cas_Conv,LIMA_CALLAO,1,1,0
4.88,604.84,28,Cas_Conv,NORTE_SUR,1,1,0
4.16,19289.85,34,Div_Sol_Viu,LIMA_CALLAO,2,0.69,0
4.16,939.9,37,Div_Sol_Viu,NORTE_SUR,1,0.99,0
4.16,4780.62,34,Div_Sol_Viu,LIMA_CALLAO,3,0.38,0
4.16,1265.24,21,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,3783.23,24,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,27464.93,40,Cas_Conv,LIMA_CALLAO,2,0.84,0
4.16,9584.19,40,Cas_Conv,LIMA_CALLAO,2,0.86,0
4.16,3350.43,54,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,21709.54,37,Div_Sol_Viu,LIMA_CALLAO,2,0.58,0
4.16,15397.81,48,Div_Sol_Viu,NORTE_SUR,5,0.6,0
4.16,5311.46,59,Cas_Conv,LIMA_CALLAO,3,0.97,0
4.88,542.13,28,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,10001.98,46,Cas_Conv,NORTE_SUR,1,1,0
4.16,5417.41,27,Div_Sol_Viu,NORTE_SUR,3,0.36,0
4.16,11921.15,36,Cas_Conv,LIMA_CALLAO,2,0.95,0
4.88,2487.36,36,Cas_Conv,LIMA_CALLAO,2,1,0
4.16,29247.24,39,Cas_Conv,LIMA_CALLAO,2,0.54,0
4.88,2778.5,33,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,544.29,61,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,884.81,34,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,817.06,32,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,5954.44,37,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,9744.93,30,Cas_Conv,LIMA_CALLAO,2,0.81,0
4.88,833.06,46,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,747.1,26,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,545.38,23,Div_Sol_Viu,NORTE_SUR,2,0.83,0
4.16,1901.27,26,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,661.11,37,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,51163.5,37,Div_Sol_Viu,LIMA_CALLAO,3,0.9,0
4.88,1542.03,27,Div_Sol_Viu,LIMA_CALLAO,2,0.82,0
4.16,3991.38,43,Div_Sol_Viu,LIMA_CALLAO,2,0.37,0
4.16,5270.2,27,Div_Sol_Viu,NORTE_SUR,2,1,0
4.16,2783.54,55,Div_Sol_Viu,LIMA_CALLAO,3,0.23,0
4.16,1336.21,54,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,4998.86,39,Div_Sol_Viu,LIMA_CALLAO,3,0.06,0
4.88,2587.62,36,Cas_Conv,LIMA_CALLAO,2,0.16,0
4.88,39081.76,33,Div_Sol_Viu,LIMA_CALLAO,2,0.16,0
4.16,3339.22,41,Cas_Conv,NORTE_SUR,2,1,0
4.88,786.68,20,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,1417.61,40,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,22548.99,50,Cas_Conv,LIMA_CALLAO,3,0.4,0
4.88,1975.86,43,Div_Sol_Viu,LIMA_CALLAO,2,0.06,0
4.16,11001.57,27,Div_Sol_Viu,LIMA_CALLAO,3,1,0
4.88,5826.88,39,Div_Sol_Viu,NORTE_SUR,2,0.9,0
4.88,536.22,21,Div_Sol_Viu,NORTE_SUR,2,0.83,0
4.16,32046.87,31,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,5895.15,49,Cas_Conv,LIMA_CALLAO,3,0.38,0
4.88,649.17,21,Div_Sol_Viu,CENTRO,2,0.87,0
4.88,835.61,29,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,1392.27,26,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,2923.09,54,Cas_Conv,LIMA_CALLAO,1,0.15,0
4.16,6953.01,56,Cas_Conv,LIMA_CALLAO,2,0.96,0
4.88,1833.38,58,Div_Sol_Viu,LIMA_CALLAO,2,0.12,0
4.88,2707,27,Div_Sol_Viu,LIMA_CALLAO,4,0.46,0
4.16,4493.33,28,Div_Sol_Viu,LIMA_CALLAO,2,0.38,0
4.16,9328.55,62,Cas_Conv,LIMA_CALLAO,1,1,0
4.88,2411.81,51,Cas_Conv,NORTE_SUR,2,0.68,0
4.88,687.82,39,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,5682.56,22,Div_Sol_Viu,LIMA_CALLAO,2,0.99,0
4.16,1888.92,52,Div_Sol_Viu,LIMA_CALLAO,2,0.81,0
4.16,7058.28,48,Div_Sol_Viu,LIMA_CALLAO,1,0.88,0
4.88,821.04,30,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,1275.06,36,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,5658.71,50,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,5669.94,28,Div_Sol_Viu,LIMA_CALLAO,4,0.28,0
4.88,870,34,Cas_Conv,NORTE_SUR,2,0.85,0
4.16,742.03,52,Cas_Conv,NORTE_SUR,1,0.4,0
4.16,43733.43,58,Div_Sol_Viu,LIMA_CALLAO,4,0.6,0
4.88,1348.55,22,Div_Sol_Viu,LIMA_CALLAO,1,0.99,0
4.88,4646.67,45,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,778.67,28,Div_Sol_Viu,LIMA_CALLAO,1,0.99,0
4.16,4498.77,46,Div_Sol_Viu,LIMA_CALLAO,1,0.99,0
4.16,8000.3,47,Cas_Conv,LIMA_CALLAO,2,1,0
4.16,8689.95,35,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,49611.49,33,Div_Sol_Viu,NORTE_SUR,1,0.85,0
4.16,8159.53,36,Div_Sol_Viu,LIMA_CALLAO,3,0.42,0
4.16,1969.98,40,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,6556.71,42,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,1874.21,32,Cas_Conv,NORTE_SUR,1,1,0
4.16,5134.89,45,Div_Sol_Viu,LIMA_CALLAO,2,0.6,0
4.16,38041.17,50,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,919.04,27,Div_Sol_Viu,LIMA_CALLAO,1,0.34,0
4.88,1875.34,29,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,1021.17,35,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,14383.41,51,Div_Sol_Viu,LIMA_CALLAO,1,0.73,0
4.88,854.12,30,Cas_Conv,LIMA_CALLAO,2,1,0
4.16,1907.31,35,Div_Sol_Viu,LIMA_CALLAO,1,0.25,0
4.16,23064.2,61,Cas_Conv,NORTE_SUR,1,1,0
4.16,4356.52,64,Cas_Conv,NORTE_SUR,2,1,0
4.16,5712.64,34,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,8004.51,41,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,13996.15,58,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,6614.44,27,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,3410.29,65,Cas_Conv,LIMA_CALLAO,1,1,0
4.88,1828.92,35,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,60756.96,46,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,2071.76,37,Div_Sol_Viu,NORTE_SUR,1,0.42,0
4.16,1773.39,36,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,22375.8,33,Div_Sol_Viu,LIMA_CALLAO,3,0.27,0
4.88,2383.24,38,Div_Sol_Viu,LIMA_CALLAO,2,0.18,0
4.16,7798.35,19,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,12130.27,58,Div_Sol_Viu,NORTE_SUR,2,0.9,0
4.16,863.29,36,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,6301.45,38,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,5515.26,54,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,4752.37,44,Div_Sol_Viu,NORTE_SUR,3,0.82,0
4.16,9395.42,55,Cas_Conv,NORTE_SUR,1,1,0
4.16,1375.93,24,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,1404.53,44,Div_Sol_Viu,CENTRO,1,0.59,0
4.16,3739,56,Div_Sol_Viu,LIMA_CALLAO,2,0.38,0
4.16,27277.84,64,Cas_Conv,LIMA_CALLAO,4,0.13,0
4.16,6035.12,27,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,2323.08,43,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,14099.07,44,Div_Sol_Viu,LIMA_CALLAO,1,0.07,0
4.16,1399.09,57,Cas_Conv,LIMA_CALLAO,1,1,0
4.88,3527.55,34,Cas_Conv,LIMA_CALLAO,1,0.99,0
4.16,3384.82,57,Cas_Conv,LIMA_CALLAO,2,1,0
4.88,21100.82,48,Cas_Conv,LIMA_CALLAO,2,0.14,0
4.16,4635.94,59,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,9677.69,59,Cas_Conv,LIMA_CALLAO,1,0.9,0
4.16,6730.62,33,Div_Sol_Viu,NORTE_SUR,2,1,0
4.88,2955.4,29,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,7838.37,60,Div_Sol_Viu,LIMA_CALLAO,2,0.91,0
4.16,4677.84,38,Div_Sol_Viu,LIMA_CALLAO,1,0.92,0
4.16,27752.47,42,Div_Sol_Viu,NORTE_SUR,2,0.82,0
4.16,3003.39,33,Div_Sol_Viu,LIMA_CALLAO,1,0.87,0
4.16,1107.29,27,Div_Sol_Viu,NORTE_SUR,4,0.89,0
4.16,4521.41,55,Div_Sol_Viu,NORTE_SUR,2,0.87,0
4.16,5064.93,38,Cas_Conv,LIMA_CALLAO,2,0.77,0
4.16,5992.93,29,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,612.06,34,Div_Sol_Viu,LIMA_CALLAO,1,0.95,0
4.16,537.38,54,Div_Sol_Viu,LIMA_CALLAO,1,0.95,0
4.16,12239.73,61,Div_Sol_Viu,LIMA_CALLAO,3,0.59,0
4.16,2177.39,22,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,11380.62,46,Div_Sol_Viu,LIMA_CALLAO,2,0.21,0
4.16,12912.57,57,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,10666.88,38,Div_Sol_Viu,LIMA_CALLAO,2,0.6,0
4.16,4998.45,34,Cas_Conv,NORTE_SUR,3,0.6,0
4.16,1505.8,44,Div_Sol_Viu,NORTE_SUR,2,0.9,0
4.16,5459.18,53,Cas_Conv,LIMA_CALLAO,1,0.98,0
4.16,1669.87,43,Div_Sol_Viu,NORTE_SUR,2,1,0
4.16,11325.11,38,Div_Sol_Viu,LIMA_CALLAO,1,0.99,0
4.88,3021.29,25,Div_Sol_Viu,CENTRO,1,0.86,0
4.88,2024.79,36,Div_Sol_Viu,LIMA_CALLAO,1,0.94,0
4.16,2928.07,34,Cas_Conv,NORTE_SUR,1,1,0
4.88,3190.54,59,Cas_Conv,LIMA_CALLAO,2,0.11,0
4.16,792.53,31,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,5184.68,35,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,509.95,21,Div_Sol_Viu,LIMA_CALLAO,3,0.88,0
4.16,6516.75,45,Div_Sol_Viu,LIMA_CALLAO,3,0.11,0
4.88,1221.64,32,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,7929.75,33,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,1863.31,28,Div_Sol_Viu,NORTE_SUR,1,1,0
4.88,1297.06,21,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,14963.85,50,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,692.51,38,Div_Sol_Viu,NORTE_SUR,1,0.93,0
4.16,8204.19,52,Cas_Conv,LIMA_CALLAO,3,0.62,0
4.88,10667.14,41,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,871.15,48,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,2296.72,25,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,5823.52,29,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,7603.57,59,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,1092.57,49,Div_Sol_Viu,CENTRO,1,1,0
4.16,13548.22,47,Cas_Conv,LIMA_CALLAO,1,0.89,0
4.16,3435.29,21,Div_Sol_Viu,LIMA_CALLAO,1,0.99,0
4.88,1127.91,28,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,3693.12,38,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,2450.57,26,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,10332.14,59,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,5067.55,45,Cas_Conv,LIMA_CALLAO,2,0.8,0
4.88,844.69,29,Div_Sol_Viu,CENTRO,1,1,0
4.16,5677.15,54,Cas_Conv,LIMA_CALLAO,2,1,0
4.88,951.69,36,Div_Sol_Viu,LIMA_CALLAO,1,0.94,0
4.16,10763.78,38,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,31862.8,36,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,6500.94,36,Div_Sol_Viu,LIMA_CALLAO,1,0.88,0
4.16,9866.23,41,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.88,1722.13,24,Div_Sol_Viu,LIMA_CALLAO,2,0.67,0
4.16,1608.85,40,Cas_Conv,NORTE_SUR,2,1,0
4.16,90191.07,57,Cas_Conv,LIMA_CALLAO,3,1,0
4.16,3214.24,28,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,17980.99,27,Div_Sol_Viu,LIMA_CALLAO,3,1,0
4.16,19327.27,63,Cas_Conv,LIMA_CALLAO,1,1,0
4.16,24598.81,45,Div_Sol_Viu,LIMA_CALLAO,2,0.45,0
4.16,4522.07,38,Div_Sol_Viu,LIMA_CALLAO,1,0.99,0
4.88,8997.28,27,Div_Sol_Viu,LIMA_CALLAO,1,1,0
4.16,28885.77,42,Cas_Conv,LIMA_CALLAO,1,0.32,0
4.16,11350.14,29,Div_Sol_Viu,LIMA_CALLAO,2,0.97,0
4.16,3043.33,28,Div_Sol_Viu,NORTE_SUR,2,1,0
4.16,1843.97,48,Cas_Conv,NORTE_SUR,1,0.97,0
4.16,4472.37,40,Cas_Conv,LIMA_CALLAO,2,0.62,0
4.16,1614.22,30,Div_Sol_Viu,LIMA_CALLAO,2,1,0
4.16,519.84,27,Div_Sol_Viu,NORTE_SUR,1,1,0
4.16,15048.81,30,Div_Sol_Viu,LIMA_CALLAO,4,0.54,0
